Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022njbri,2022njbri_qm37,red,frc56,frc3314,frc5624,25,-13,6,-2,10,-6,8,4,Loss
2022njbri,2022njbri_qm38,blue,frc1257,frc75,frc5490,27,-23,8,-8,6,-6,0,-8,Loss
2022njbri,2022njbri_qm38,red,frc7045,frc8588,frc5732,50,23,16,8,12,6,8,8,Win
2022njbri,2022njbri_qm39,blue,frc2600,frc5992,frc6897,19,-17,4,-6,6,0,8,8,Loss
2022njbri,2022njbri_qm39,red,frc3515,frc1676,frc2495,36,17,10,6,6,0,0,-8,Win
2022njbri,2022njbri_qm4,blue,frc8588,frc1257,frc1989,12,-5,4,-4,0,0,0,0,Loss
2022njbri,2022njbri_qm4,red,frc4285,frc1923,frc3515,17,5,8,4,0,0,0,0,Win
2022njbri,2022njbri_qm40,blue,frc714,frc41,frc1989,40,6,6,-6,10,4,0,0,Win
2022njbri,2022njbri_qm40,red,frc8628,frc25,frc8630,34,-6,12,6,6,-4,0,0,Loss
2022njbri,2022njbri_qm41,blue,frc203,frc1626,frc4285,38,-19,12,-10,10,4,4,4,Loss
2022njbri,2022njbri_qm41,red,frc303,frc1923,frc3142,57,19,22,10,6,-4,0,-4,Win
2022njbri,2022njbri_qm42,blue,frc1811,frc555,frc3637,39,12,12,0,12,6,0,0,Win
2022njbri,2022njbri_qm42,red,frc7587,frc1672,frc8714,27,-12,12,0,6,-6,0,0,Loss
2022orore,2022orore_f1m1,blue,frc3711,frc4043,frc2557,49,-12,14,-4,21,6,0,0,Loss
2022orore,2022orore_f1m1,red,frc4488,frc7034,frc568,61,12,18,4,15,-6,0,0,Win
2022orore,2022orore_f1m2,blue,frc3711,frc4043,frc2557,49,-38,18,-8,21,6,0,-20,Loss
2022orore,2022orore_f1m2,red,frc4488,frc7034,frc568,87,38,26,8,15,-6,20,20,Win
2022tant,2022tant_qm1,blue,frc8270,frc7709,frc4253,49,3,16,-2,21,9,0,0,Win
2022tant,2022tant_qm1,red,frc8169,frc8121,frc8503,46,-3,18,2,12,-9,0,0,Loss
2022tant,2022tant_qm10,blue,frc8806,frc7130,frc7551,24,-10,14,8,6,0,0,-12,Loss
2022tant,2022tant_qm10,red,frc7741,frc6191,frc7497,34,10,6,-8,6,0,12,12,Win
2022tant,2022tant_qm11,blue,frc7709,frc6083,frc7589,26,-14,14,-6,0,0,8,8,Loss
2022tant,2022tant_qm11,red,frc7632,frc8790,frc8805,40,14,20,6,0,0,0,-8,Win
2022tant,2022tant_qm12,blue,frc8121,frc6998,frc8569,26,-10,6,-4,10,-2,0,-4,Loss
2022tant,2022tant_qm12,red,frc8584,frc8595,frc8169,36,10,10,4,12,2,4,4,Win
2022tant,2022tant_qm13,blue,frc7741,frc7130,frc7526,15,-9,4,-10,6,6,4,4,Loss
2022tant,2022tant_qm13,red,frc8503,frc8585,frc8723,24,9,14,10,0,-6,0,-4,Win
2022tant,2022tant_qm14,blue,frc6083,frc8806,frc8725,27,1,12,2,0,0,12,4,Win
2022tant,2022tant_qm14,red,frc7636,frc8129,frc7709,26,-1,10,-2,0,0,8,-4,Loss
2022tant,2022tant_qm15,blue,frc7673,frc8584,frc7497,26,22,8,4,6,6,4,4,Win
2022tant,2022tant_qm15,red,frc7589,frc8270,frc8805,4,-22,4,-4,0,-6,0,-4,Loss
2022tant,2022tant_qm16,blue,frc8595,frc8807,frc7527,50,17,10,4,21,-6,0,0,Win
2022tant,2022tant_qm16,red,frc8790,frc7551,frc8121,33,-17,6,-4,27,6,0,0,Loss
2022tant,2022tant_qm17,blue,frc8176,frc8894,frc8020,37,-12,18,4,15,-6,4,4,Loss
2022tant,2022tant_qm17,red,frc4253,frc6947,frc6998,49,12,14,-4,21,6,0,-4,Win
2022tant,2022tant_qm18,blue,frc6191,frc8805,frc8585,6,-33,6,-12,0,-21,0,0,Loss
2022tant,2022tant_qm18,red,frc7632,frc7645,frc8584,39,33,18,12,21,21,0,0,Win
2022tant,2022tant_qm19,blue,frc7709,frc8121,frc7673,53,28,16,4,21,15,0,-4,Win
2022tant,2022tant_qm19,red,frc8569,frc7551,frc8129,25,-28,12,-4,6,-15,4,4,Loss
2022tant,2022tant_qm2,blue,frc6947,frc6191,frc8806,34,21,8,2,12,12,12,12,Win
2022tant,2022tant_qm2,red,frc8585,frc8595,frc6083,13,-21,6,-2,0,-12,0,-12,Loss
2022tant,2022tant_qm20,blue,frc7526,frc8503,frc8595,28,-3,10,2,10,-2,0,-8,Loss
2022tant,2022tant_qm20,red,frc6083,frc7497,frc8176,31,3,8,-2,12,2,8,8,Win
2022tant,2022tant_qm21,blue,frc8894,frc8723,frc7632,62,36,22,10,12,6,4,4,Win
2022tant,2022tant_qm21,red,frc6947,frc8169,frc7741,26,-36,12,-10,6,-6,0,-4,Loss
2022tant,2022tant_qm22,blue,frc7645,frc6191,frc7130,41,-1,8,-2,21,0,8,4,Loss
2022tant,2022tant_qm22,red,frc8807,frc8020,frc7589,42,1,10,2,21,0,4,-4,Win
2022tant,2022tant_qm23,blue,frc8790,frc7636,frc8806,27,6,6,0,16,1,0,0,Win
2022tant,2022tant_qm23,red,frc6998,frc8725,frc8270,21,-6,6,0,15,-1,0,0,Loss
2022tant,2022tant_qm24,blue,frc4253,frc8176,frc8503,34,-24,4,-6,10,-11,0,0,Loss
2022tant,2022tant_qm24,red,frc7526,frc7527,frc8584,58,24,10,6,21,11,0,0,Win
2022tant,2022tant_qm25,blue,frc8807,frc8169,frc7645,45,2,8,2,21,15,4,0,Win
2022tant,2022tant_qm25,red,frc8129,frc8595,frc7632,43,-2,6,-2,6,-15,4,0,Loss
2022tant,2022tant_qm26,blue,frc8585,frc7497,frc7709,42,13,16,2,6,-9,0,0,Win
2022tant,2022tant_qm26,red,frc8894,frc7636,frc8725,29,-13,14,-2,15,9,0,0,Loss
2022tant,2022tant_qm27,blue,frc7527,frc8569,frc6191,33,-4,6,-4,15,-6,4,4,Loss
2022tant,2022tant_qm27,red,frc7741,frc8805,frc6998,37,4,10,4,21,6,0,-4,Win
2022tant,2022tant_qm28,blue,frc7673,frc8790,frc8020,37,-8,10,-6,21,1,0,0,Loss
2022tant,2022tant_qm28,red,frc7130,frc8121,frc4253,45,8,16,6,20,-1,0,0,Win
2022tant,2022tant_qm29,blue,frc8723,frc6947,frc7589,44,5,12,-2,12,6,0,-4,Win
2022tant,2022tant_qm29,red,frc8270,frc6083,frc7551,39,-5,14,2,6,-6,4,4,Loss
2022tant,2022tant_qm3,blue,frc8805,frc7645,frc8020,39,20,4,0,31,16,4,4,Win
2022tant,2022tant_qm3,red,frc6998,frc7526,frc8807,19,-20,4,0,15,-16,0,-4,Loss
2022tant,2022tant_qm30,blue,frc8503,frc8725,frc8569,36,-5,14,8,15,15,4,0,Loss
2022tant,2022tant_qm30,red,frc8806,frc7632,frc8807,41,5,6,-8,0,-15,4,0,Win
2022tant,2022tant_qm31,blue,frc7497,frc7636,frc7527,64,48,18,8,15,15,0,0,Win
2022tant,2022tant_qm31,red,frc8790,frc8169,frc6191,16,-48,10,-8,0,-15,0,0,Loss
2022tant,2022tant_qm32,blue,frc6998,frc7551,frc8585,45,10,12,-2,21,6,8,8,Win
2022tant,2022tant_qm32,red,frc6083,frc7645,frc8121,35,-10,14,2,15,-6,0,-8,Loss
2022tant,2022tant_qm33,blue,frc8805,frc7526,frc6947,29,11,4,-4,0,-6,4,4,Win
2022tant,2022tant_qm33,red,frc7589,frc7673,frc7741,18,-11,8,4,6,6,0,-4,Loss
2022tant,2022tant_qm34,blue,frc8894,frc4253,frc8584,52,26,18,14,15,9,0,-4,Win
2022tant,2022tant_qm34,red,frc8723,frc8806,frc8129,26,-26,4,-14,6,-9,4,4,Loss
2022tant,2022tant_qm35,blue,frc8020,frc8270,frc7130,35,-1,6,-10,29,23,0,-4,Loss
2022tant,2022tant_qm35,red,frc8595,frc8176,frc7709,36,1,16,10,6,-23,4,4,Win
2022tant,2022tant_qm36,blue,frc7636,frc6998,frc7632,40,6,18,10,6,-4,4,-8,Win
2022tant,2022tant_qm36,red,frc7551,frc8503,frc7645,34,-6,8,-10,10,4,12,8,Loss
2022tant,2022tant_qm37,blue,frc7741,frc8806,frc8121,10,-62,2,-24,6,-6,0,-8,Loss
2022tant,2022tant_qm37,red,frc6083,frc8805,frc4253,72,62,26,24,12,6,8,8,Win
2022tant,2022tant_qm38,blue,frc8584,frc8723,frc8790,30,2,10,-2,0,0,4,0,Win
2022tant,2022tant_qm38,red,frc6191,frc7709,frc7526,28,-2,12,2,0,0,4,0,Loss
2022tant,2022tant_qm39,blue,frc7497,frc8894,frc8595,44,16,12,6,12,6,4,0,Win
2022tant,2022tant_qm39,red,frc8176,frc8807,frc7673,28,-16,6,-6,6,-6,4,0,Loss
2022tant,2022tant_qm4,blue,frc7632,frc8569,frc8176,32,-10,10,0,0,-15,16,16,Loss
2022tant,2022tant_qm4,red,frc7636,frc7673,frc8723,42,10,10,0,15,15,0,-16,Win
2022tant,2022tant_qm40,blue,frc8585,frc7589,frc8725,20,-36,10,-8,6,-10,0,-4,Loss
2022tant,2022tant_qm40,red,frc8569,frc8020,frc8169,56,36,18,8,16,10,4,4,Win
2022tant,2022tant_qm41,blue,frc6947,frc8129,frc8270,34,-2,8,-2,12,-8,4,4,Loss
2022tant,2022tant_qm41,red,frc7527,frc7130,frc6998,36,2,10,2,20,8,0,-4,Win
2022tant,2022tant_qm42,blue,frc6191,frc8584,frc8503,12,-16,10,0,0,-12,0,-4,Loss
2022tant,2022tant_qm42,red,frc7551,frc7673,frc8894,28,16,10,0,12,12,4,4,Win
2022tant,2022tant_qm43,blue,frc8807,frc6083,frc8790,48,-23,20,6,12,-9,0,-12,Loss
2022tant,2022tant_qm43,red,frc8020,frc7632,frc8585,71,23,14,-6,21,9,12,12,Win
2022tant,2022tant_qm44,blue,frc7497,frc7526,frc8169,53,14,16,10,10,-11,4,4,Win
2022tant,2022tant_qm44,red,frc7130,frc8569,frc6947,39,-14,6,-10,21,11,0,-4,Loss
2022tant,2022tant_qm45,blue,frc7645,frc7709,frc8806,55,13,8,2,21,6,4,4,Win
2022tant,2022tant_qm45,red,frc7741,frc7527,frc8176,42,-13,6,-2,15,-6,0,-4,Loss
2022tant,2022tant_qm46,blue,frc8129,frc7589,frc4253,36,19,18,10,10,6,4,0,Win
2022tant,2022tant_qm46,red,frc8595,frc8270,frc7636,17,-19,8,-10,4,-6,4,0,Loss
2022tant,2022tant_qm47,blue,frc8725,frc8723,frc7130,28,0,6,-6,14,2,0,0,Tie
2022tant,2022tant_qm47,red,frc8121,frc8805,frc8894,28,0,12,6,12,-2,0,0,Tie
2022tant,2022tant_qm48,blue,frc8169,frc6998,frc6083,44,15,10,-2,21,9,0,0,Win
2022tant,2022tant_qm48,red,frc8503,frc8806,frc7673,29,-15,12,2,12,-9,0,0,Loss
2022tant,2022tant_qm49,blue,frc7551,frc7741,frc7636,24,-15,6,-4,6,-9,4,0,Loss
2022tant,2022tant_qm49,red,frc8020,frc8584,frc6947,39,15,10,4,15,9,4,0,Win
2022tant,2022tant_qm5,blue,frc7527,frc8725,frc7551,39,19,10,6,10,-2,0,-4,Win
2022tant,2022tant_qm5,red,frc8584,frc8129,frc7130,20,-19,4,-6,12,2,4,4,Loss
2022tant,2022tant_qm50,blue,frc8129,frc8176,frc8790,27,-17,10,-4,6,-6,0,-4,Loss
2022tant,2022tant_qm50,red,frc8805,frc7497,frc8569,44,17,14,4,12,6,4,4,Win
2022tant,2022tant_qm51,blue,frc7645,frc7589,frc8595,25,-17,10,2,6,0,4,-4,Loss
2022tant,2022tant_qm51,red,frc7709,frc7527,frc8723,42,17,8,-2,6,0,8,4,Win
2022tant,2022tant_qm52,blue,frc8270,frc7526,frc8121,41,-2,10,-2,15,15,4,-4,Loss
2022tant,2022tant_qm52,red,frc8725,frc7632,frc6191,43,2,12,2,0,-15,8,4,Win
2022tant,2022tant_qm53,blue,frc8503,frc8807,frc8805,59,0,14,-12,0,-21,0,0,Tie
2022tant,2022tant_qm53,red,frc8585,frc4253,frc7636,59,0,26,12,21,21,0,0,Tie
2022tant,2022tant_qm54,blue,frc6947,frc7673,frc6083,33,-22,8,-10,0,-20,12,12,Loss
2022tant,2022tant_qm54,red,frc7645,frc8790,frc7527,55,22,18,10,20,20,0,-12,Win
2022tant,2022tant_qm55,blue,frc7526,frc7551,frc7632,58,27,20,8,10,-2,0,-4,Win
2022tant,2022tant_qm55,red,frc8806,frc8894,frc8169,31,-27,12,-8,12,2,4,4,Loss
2022tant,2022tant_qm56,blue,frc8270,frc8723,frc7741,34,2,4,-8,12,12,4,4,Win
2022tant,2022tant_qm56,red,frc8725,frc8020,frc8595,32,-2,12,8,0,-12,0,-4,Loss
2022tant,2022tant_qm57,blue,frc8121,frc8585,frc8129,24,6,10,6,6,0,0,0,Win
2022tant,2022tant_qm57,red,frc6191,frc8176,frc7589,18,-6,4,-6,6,0,0,0,Loss
2022tant,2022tant_qm58,blue,frc6998,frc8584,frc7709,63,0,12,4,21,6,12,12,Tie
2022tant,2022tant_qm58,red,frc4253,frc8807,frc7497,63,0,8,-4,15,-6,0,-12,Tie
2022tant,2022tant_qm59,blue,frc8569,frc7741,frc6083,33,-3,12,2,0,-10,12,12,Loss
2022tant,2022tant_qm59,red,frc7130,frc8503,frc7636,36,3,10,-2,10,10,0,-12,Win
2022tant,2022tant_qm6,blue,frc8503,frc7741,frc8894,35,11,8,-4,15,9,12,12,Win
2022tant,2022tant_qm6,red,frc7589,frc8790,frc7497,24,-11,12,4,6,-9,0,-12,Loss
2022tant,2022tant_qm7,blue,frc8723,frc8569,frc8807,38,29,16,8,10,10,8,8,Win
2022tant,2022tant_qm7,red,frc7673,frc8585,frc8270,9,-29,8,-8,0,-10,0,-8,Loss
2022tant,2022tant_qm8,blue,frc8169,frc4253,frc8725,32,8,20,6,10,0,0,0,Win
2022tant,2022tant_qm8,red,frc8176,frc6947,frc7645,24,-8,14,-6,10,0,0,0,Loss
2022tant,2022tant_qm9,blue,frc8129,frc8894,frc7527,42,-4,10,-2,10,-15,8,8,Loss
2022tant,2022tant_qm9,red,frc7636,frc8020,frc7526,46,4,12,2,25,15,0,-8,Win
2022tuis3,2022tuis3_qm1,blue,frc6838,frc6989,frc4972,68,38,16,12,12,6,0,-8,Win
2022tuis3,2022tuis3_qm1,red,frc7444,frc8861,frc7570,30,-38,4,-12,6,-6,8,8,Loss
2022tuis3,2022tuis3_qm10,blue,frc8557,frc8166,frc8159,16,-13,2,-4,0,-15,12,12,Loss
2022tuis3,2022tuis3_qm10,red,frc8881,frc8079,frc6948,29,13,6,4,15,15,0,-12,Win
2022tuis3,2022tuis3_qm11,blue,frc8034,frc6989,frc7444,35,11,4,-2,15,-1,4,4,Win
2022tuis3,2022tuis3_qm11,red,frc8785,frc7228,frc7458,24,-11,6,2,16,1,0,-4,Loss
2022tuis3,2022tuis3_qm12,blue,frc7285,frc6436,frc6429,50,1,16,8,16,4,0,-4,Win
2022tuis3,2022tuis3_qm12,red,frc8264,frc6838,frc6025,49,-1,8,-8,12,-4,4,4,Loss
2022tuis3,2022tuis3_qm13,blue,frc8861,frc8054,frc8828,24,12,6,2,6,0,0,0,Win
2022tuis3,2022tuis3_qm13,red,frc8799,frc7544,frc8159,12,-12,4,-2,6,0,0,0,Loss
2022tuis3,2022tuis3_qm14,blue,frc6948,frc6988,frc8557,29,7,2,-4,15,9,0,0,Win
2022tuis3,2022tuis3_qm14,red,frc6064,frc6014,frc8785,22,-7,6,4,6,-9,0,0,Loss
2022tuis3,2022tuis3_qm15,blue,frc8079,frc8034,frc7570,33,-7,6,-6,0,-6,8,-4,Loss
2022tuis3,2022tuis3_qm15,red,frc8555,frc2905,frc8599,40,7,12,6,6,6,12,4,Win
2022tuis3,2022tuis3_qm16,blue,frc8264,frc8166,frc8828,31,10,14,10,6,-9,0,0,Win
2022tuis3,2022tuis3_qm16,red,frc4972,frc8881,frc7228,21,-10,4,-10,15,9,0,0,Loss
2022tuis3,2022tuis3_qm17,blue,frc7544,frc6838,frc7444,79,55,26,20,21,15,0,0,Win
2022tuis3,2022tuis3_qm17,red,frc6064,frc6988,frc6025,24,-55,6,-20,6,-15,0,0,Loss
2022tuis3,2022tuis3_qm18,blue,frc7285,frc8034,frc8557,49,12,18,8,10,-11,0,0,Win
2022tuis3,2022tuis3_qm18,red,frc8054,frc6436,frc6989,37,-12,10,-8,21,11,0,0,Loss
2022tuis3,2022tuis3_qm19,blue,frc7570,frc6429,frc8785,35,24,8,2,0,0,20,16,Win
2022tuis3,2022tuis3_qm19,red,frc8166,frc8599,frc8079,11,-24,6,-2,0,0,4,-16,Loss
2022tuis3,2022tuis3_qm2,blue,frc7228,frc6436,frc6064,47,42,6,4,27,27,0,0,Win
2022tuis3,2022tuis3_qm2,red,frc6429,frc8034,frc6014,5,-42,2,-4,0,-27,0,0,Loss
2022tuis3,2022tuis3_qm20,blue,frc6014,frc8881,frc2905,16,-1,8,2,0,-6,0,0,Loss
2022tuis3,2022tuis3_qm20,red,frc7458,frc8861,frc8799,17,1,6,-2,6,6,0,0,Win
2022tuis3,2022tuis3_qm21,blue,frc6948,frc4972,frc7544,30,3,6,2,6,-6,0,-4,Win
2022tuis3,2022tuis3_qm21,red,frc8159,frc8555,frc7228,27,-3,4,-2,12,6,4,4,Loss
2022tuis3,2022tuis3_qm22,blue,frc8599,frc7444,frc6988,33,-18,12,-6,15,0,0,-4,Loss
2022tuis3,2022tuis3_qm22,red,frc7285,frc6989,frc8166,51,18,18,6,15,0,4,4,Win
2022tuis3,2022tuis3_qm23,blue,frc6838,frc6436,frc7570,60,38,14,6,16,10,0,-4,Win
2022tuis3,2022tuis3_qm23,red,frc8881,frc8054,frc7458,22,-38,8,-6,6,-10,4,4,Loss
2022tuis3,2022tuis3_qm24,blue,frc6014,frc6025,frc8555,30,20,10,8,6,6,4,-4,Win
2022tuis3,2022tuis3_qm24,red,frc6429,frc8079,frc8861,10,-20,2,-8,0,-6,8,4,Loss
2022tuis3,2022tuis3_qm25,blue,frc8034,frc6064,frc6948,62,34,10,-6,15,15,4,4,Win
2022tuis3,2022tuis3_qm25,red,frc8799,frc8828,frc2905,28,-34,16,6,0,-15,0,-4,Loss
2022tuis3,2022tuis3_qm26,blue,frc8159,frc8785,frc8264,17,-22,8,0,0,-15,0,0,Loss
2022tuis3,2022tuis3_qm26,red,frc4972,frc8557,frc6436,39,22,8,0,15,15,0,0,Win
2022tuis3,2022tuis3_qm27,blue,frc8861,frc6014,frc7285,49,16,16,6,15,-1,4,4,Win
2022tuis3,2022tuis3_qm27,red,frc6988,frc7544,frc7228,33,-16,10,-6,16,1,0,-4,Loss
2022tuis3,2022tuis3_qm28,blue,frc8828,frc6025,frc6429,19,-10,8,-2,0,-15,0,0,Loss
2022tuis3,2022tuis3_qm28,red,frc7444,frc2905,frc8054,29,10,10,2,15,15,0,0,Win
2022tuis3,2022tuis3_qm29,blue,frc8079,frc8557,frc8799,14,-28,4,0,0,-16,0,0,Loss
2022tuis3,2022tuis3_qm29,red,frc6989,frc7570,frc6064,42,28,4,0,16,16,0,0,Win
2022tuis3,2022tuis3_qm3,blue,frc8785,frc8079,frc7544,13,13,4,4,6,6,0,0,Win
2022tuis3,2022tuis3_qm3,red,frc6025,frc8799,frc8881,0,-13,0,-4,0,-6,0,0,Loss
2022tuis3,2022tuis3_qm30,blue,frc8166,frc6948,frc8555,51,22,14,4,15,3,0,0,Win
2022tuis3,2022tuis3_qm30,red,frc7458,frc4972,frc8264,29,-22,10,-4,12,-3,0,0,Loss
2022tuis3,2022tuis3_qm31,blue,frc6838,frc8159,frc8881,26,16,10,4,0,0,0,0,Win
2022tuis3,2022tuis3_qm31,red,frc8785,frc8599,frc8034,10,-16,6,-4,0,0,0,0,Loss
2022tuis3,2022tuis3_qm32,blue,frc6436,frc6025,frc8079,33,-31,6,-24,15,5,4,4,Loss
2022tuis3,2022tuis3_qm32,red,frc8828,frc7285,frc7228,64,31,30,24,10,-5,0,-4,Win
2022tuis3,2022tuis3_qm33,blue,frc6014,frc7458,frc8557,24,-20,8,-8,10,-2,0,0,Loss
2022tuis3,2022tuis3_qm33,red,frc8264,frc7570,frc7544,44,20,16,8,12,2,0,0,Win
2022tuis3,2022tuis3_qm34,blue,frc6064,frc8159,frc8054,29,7,12,2,6,6,0,-4,Win
2022tuis3,2022tuis3_qm34,red,frc8166,frc2905,frc8785,22,-7,10,-2,0,-6,4,4,Loss
2022tuis3,2022tuis3_qm35,blue,frc8861,frc8881,frc6989,22,-21,0,-14,10,-11,8,8,Loss
2022tuis3,2022tuis3_qm35,red,frc6948,frc6429,frc8599,43,21,14,14,21,11,0,-8,Win
2022tuis3,2022tuis3_qm36,blue,frc8799,frc8555,frc4972,33,-25,8,-10,6,0,4,4,Loss
2022tuis3,2022tuis3_qm36,red,frc6988,frc6838,frc8034,58,25,18,10,6,0,0,-4,Win
2022tuis3,2022tuis3_qm37,blue,frc7285,frc8054,frc7570,79,38,34,22,21,5,0,-4,Win
2022tuis3,2022tuis3_qm37,red,frc7444,frc8264,frc6014,41,-38,12,-22,16,-5,4,4,Loss
2022tuis3,2022tuis3_qm38,blue,frc8599,frc6064,frc8557,38,14,12,6,16,10,0,-12,Win
2022tuis3,2022tuis3_qm38,red,frc8159,frc6025,frc7458,24,-14,6,-6,6,-10,12,12,Loss
2022tuis3,2022tuis3_qm39,blue,frc6948,frc6989,frc8799,49,45,12,8,15,15,4,4,Win
2022tuis3,2022tuis3_qm39,red,frc6988,frc8881,frc6429,4,-45,4,-8,0,-15,0,-4,Loss
2022tuis3,2022tuis3_qm4,blue,frc7458,frc8599,frc8828,26,16,6,2,6,0,4,4,Win
2022tuis3,2022tuis3_qm4,red,frc8054,frc8557,frc8264,10,-16,4,-2,6,0,0,-4,Loss
2022tuis3,2022tuis3_qm40,blue,frc8828,frc8785,frc6838,56,19,22,14,6,-9,0,-4,Win
2022tuis3,2022tuis3_qm40,red,frc6436,frc8861,frc8166,37,-19,8,-14,15,9,4,4,Loss
2022tuis3,2022tuis3_qm41,blue,frc7228,frc7444,frc8079,19,-12,8,2,4,-8,0,0,Loss
2022tuis3,2022tuis3_qm41,red,frc8034,frc8555,frc7544,31,12,6,-2,12,8,0,0,Win
2022tuis3,2022tuis3_qm42,blue,frc2905,frc7458,frc6064,34,-30,16,-2,12,-4,4,4,Loss
2022tuis3,2022tuis3_qm42,red,frc4972,frc7285,frc8159,64,30,18,2,16,4,0,-4,Win
2022tuis3,2022tuis3_qm43,blue,frc6989,frc8785,frc6988,8,-52,4,-6,0,-15,0,-20,Loss
2022tuis3,2022tuis3_qm43,red,frc6436,frc8828,frc6014,60,52,10,6,15,15,20,20,Win
2022txdri,2022txdri_qm1,blue,frc4734,frc5572,frc7621,27,1,6,0,21,5,0,0,Win
2022txdri,2022txdri_qm1,red,frc3834,frc4219,frc2966,26,-1,6,0,16,-5,0,0,Loss
2022txdri,2022txdri_qm10,blue,frc8114,frc6155,frc5503,11,-28,2,-4,0,-15,4,0,Loss
2022txdri,2022txdri_qm10,red,frc7621,frc4192,frc2582,39,28,6,4,15,15,4,0,Win
2022txdri,2022txdri_qm11,blue,frc6357,frc4734,frc3847,34,5,14,2,6,-4,0,0,Win
2022txdri,2022txdri_qm11,red,frc5572,frc2789,frc4610,29,-5,12,-2,10,4,0,0,Loss
2022txdri,2022txdri_qm12,blue,frc3481,frc3834,frc4328,19,-7,2,-12,6,-6,8,8,Loss
2022txdri,2022txdri_qm12,red,frc1296,frc3679,frc2966,26,7,14,12,12,6,0,-8,Win
2022txdri,2022txdri_qm13,blue,frc7621,frc7521,frc3735,8,-2,4,0,0,0,4,4,Loss
2022txdri,2022txdri_qm13,red,frc5726,frc8507,frc8610,10,2,4,0,0,0,0,-4,Win
2022txdri,2022txdri_qm14,blue,frc2582,frc8055,frc8114,38,-6,2,-8,21,5,4,0,Loss
2022txdri,2022txdri_qm14,red,frc4219,frc8088,frc6155,44,6,10,8,16,-5,4,0,Win
2022txdri,2022txdri_qm15,blue,frc8408,frc6800,frc1745,62,18,12,0,21,5,4,4,Win
2022txdri,2022txdri_qm15,red,frc5503,frc4192,frc4063,44,-18,12,0,16,-5,0,-4,Loss
2022txdri,2022txdri_qm16,blue,frc8507,frc3679,frc2789,20,4,12,4,6,6,0,-8,Win
2022txdri,2022txdri_qm16,red,frc7521,frc2966,frc3481,16,-4,8,-4,0,-6,8,8,Loss
2022txdri,2022txdri_qm17,blue,frc4734,frc8055,frc6155,27,24,8,8,12,12,0,0,Win
2022txdri,2022txdri_qm17,red,frc4328,frc7621,frc8610,3,-24,0,-8,0,-12,0,0,Loss
2022txdri,2022txdri_qm18,blue,frc2582,frc8088,frc5572,51,16,16,0,25,19,4,4,Win
2022txdri,2022txdri_qm18,red,frc3847,frc5503,frc1296,35,-16,16,0,6,-19,0,-4,Loss
2022txdri,2022txdri_qm19,blue,frc4610,frc8408,frc8114,14,-28,0,-12,10,-2,0,-4,Loss
2022txdri,2022txdri_qm19,red,frc3834,frc1745,frc4063,42,28,12,12,12,2,4,4,Win
2022txdri,2022txdri_qm2,blue,frc5726,frc5503,frc3481,12,-16,8,0,0,-6,0,0,Loss
2022txdri,2022txdri_qm2,red,frc2789,frc4063,frc8610,28,16,8,0,6,6,0,0,Win
2022txdri,2022txdri_qm20,blue,frc4219,frc5726,frc3735,37,-2,10,-10,16,10,4,-4,Loss
2022txdri,2022txdri_qm20,red,frc6357,frc6800,frc4192,39,2,20,10,6,-10,8,4,Win
2022txdri,2022txdri_qm21,blue,frc3847,frc8088,frc4328,39,32,16,10,16,16,0,0,Win
2022txdri,2022txdri_qm21,red,frc6155,frc7621,frc8507,7,-32,6,-10,0,-16,0,0,Loss
2022txdri,2022txdri_qm22,blue,frc5503,frc1296,frc4610,18,-40,6,-6,6,-10,0,-4,Loss
2022txdri,2022txdri_qm22,red,frc4063,frc8408,frc3679,58,40,12,6,16,10,4,4,Win
2022txdri,2022txdri_qm23,blue,frc5572,frc2582,frc4219,50,18,20,14,20,8,0,-4,Win
2022txdri,2022txdri_qm23,red,frc3481,frc1745,frc4734,32,-18,6,-14,12,-8,4,4,Loss
2022txdri,2022txdri_qm24,blue,frc2789,frc3834,frc8114,29,-2,8,2,21,5,0,-4,Loss
2022txdri,2022txdri_qm24,red,frc8055,frc4192,frc3735,31,2,6,-2,16,-5,4,4,Win
2022txdri,2022txdri_qm25,blue,frc6357,frc8610,frc7521,16,-27,8,-4,0,-15,4,0,Loss
2022txdri,2022txdri_qm25,red,frc5726,frc6800,frc2966,43,27,12,4,15,15,4,0,Win
2022txdri,2022txdri_qm26,blue,frc8408,frc4219,frc1296,22,-47,4,-14,16,0,0,-4,Loss
2022txdri,2022txdri_qm26,red,frc3847,frc6155,frc5572,69,47,18,14,16,0,4,4,Win
2022txdri,2022txdri_qm27,blue,frc7621,frc1745,frc3679,37,5,6,-2,16,0,8,8,Win
2022txdri,2022txdri_qm27,red,frc4192,frc2789,frc8088,32,-5,8,2,16,0,0,-8,Loss
2022txdri,2022txdri_qm28,blue,frc8114,frc8507,frc3481,29,-44,4,-12,21,0,0,0,Loss
2022txdri,2022txdri_qm28,red,frc4734,frc8610,frc6800,73,44,16,12,21,0,0,0,Win
2022txdri,2022txdri_qm29,blue,frc5503,frc6357,frc3834,23,-6,6,-2,6,0,8,8,Loss
2022txdri,2022txdri_qm29,red,frc7521,frc8055,frc4328,29,6,8,2,6,0,0,-8,Win
2022txdri,2022txdri_qm3,blue,frc8408,frc8507,frc8055,12,1,0,-2,6,6,4,-4,Win
