Event ID,Match ID,Alliance Color,Team 1,Team 2,Team 3,Overall Score,Overall Difference,Auto Score,Auto Difference,Hangar Score,Hangar Difference,Penalty Score,Penalty Difference,Result
2022midet,2022midet_qm72,blue,frc2224,frc7145,frc2591,12,-40,4,-12,0,-10,8,8,Loss
2022midet,2022midet_qm72,red,frc33,frc5619,frc5756,52,40,16,12,10,10,0,-8,Win
2022midet,2022midet_qm73,blue,frc5065,frc3632,frc4851,8,-21,4,0,0,-15,4,4,Loss
2022midet,2022midet_qm73,red,frc7232,frc4680,frc7856,29,21,4,0,15,15,0,-4,Win
2022midet,2022midet_qm74,blue,frc5901,frc5478,frc7196,28,-7,10,2,6,-15,4,4,Loss
2022midet,2022midet_qm74,red,frc123,frc5197,frc3619,35,7,8,-2,21,15,0,-4,Win
2022midet,2022midet_qm8,blue,frc5756,frc7856,frc2591,10,-24,0,-10,0,-10,8,8,Loss
2022midet,2022midet_qm8,red,frc3414,frc2673,frc123,34,24,10,10,10,10,0,-8,Win
2022midet,2022midet_qm9,blue,frc4758,frc7232,frc5090,15,9,4,2,6,6,0,-4,Win
2022midet,2022midet_qm9,red,frc4680,frc3619,frc5915,6,-9,2,-2,0,-6,4,4,Loss
2022midet,2022midet_sf1m1,blue,frc3096,frc2673,frc2224,21,-67,8,-20,0,-16,4,4,Loss
2022midet,2022midet_sf1m1,red,frc1701,frc33,frc5478,88,67,28,20,16,16,0,-4,Win
2022midet,2022midet_sf1m2,blue,frc3096,frc2673,frc2224,23,-64,6,-30,10,-6,0,0,Loss
2022midet,2022midet_sf1m2,red,frc1701,frc33,frc5478,87,64,36,30,16,6,0,0,Win
2022midet,2022midet_sf2m1,blue,frc5090,frc7191,frc5756,40,8,8,-2,12,6,0,0,Win
2022midet,2022midet_sf2m1,red,frc3414,frc8352,frc7145,32,-8,10,2,6,-6,0,0,Loss
2022midet,2022midet_sf2m2,blue,frc5090,frc7191,frc5756,29,-13,6,-6,12,0,0,0,Loss
2022midet,2022midet_sf2m2,red,frc3414,frc8352,frc7145,42,13,12,6,12,0,0,0,Win
2022midet,2022midet_sf2m3,blue,frc5090,frc7191,frc5756,37,19,8,0,6,0,0,0,Win
2022midet,2022midet_sf2m3,red,frc3414,frc8352,frc7145,18,-19,8,0,6,0,0,0,Loss
2022mifor,2022mifor_f1m1,blue,frc1023,frc1918,frc8612,56,0,14,-20,15,9,0,0,Tie
2022mifor,2022mifor_f1m1,red,frc2075,frc3357,frc6122,56,0,34,20,6,-9,0,0,Tie
2022mifor,2022mifor_f1m2,blue,frc1023,frc1918,frc8612,51,-28,18,-8,21,0,0,0,Loss
2022mifor,2022mifor_f1m2,red,frc2075,frc3357,frc6122,79,28,26,8,21,0,0,0,Win
2022mifor,2022mifor_f1m3,blue,frc1023,frc1918,frc8612,69,-16,22,-12,21,6,0,0,Loss
2022mifor,2022mifor_f1m3,red,frc2075,frc3357,frc6122,85,16,34,12,15,-6,0,0,Win
2022mifor,2022mifor_qf1m1,blue,frc3572,frc7234,frc4004,38,-41,8,-18,15,15,0,-4,Loss
2022mifor,2022mifor_qf1m1,red,frc2075,frc3357,frc6122,79,41,26,18,0,-15,4,4,Win
2022mifor,2022mifor_qf1m2,blue,frc3572,frc7234,frc4004,37,-17,14,2,15,0,0,-4,Loss
2022mifor,2022mifor_qf1m2,red,frc2075,frc3357,frc6122,54,17,12,-2,15,0,4,4,Win
2022mifor,2022mifor_qf2m1,blue,frc5152,frc7054,frc5424,50,-10,14,-2,25,4,0,0,Loss
2022mifor,2022mifor_qf2m1,red,frc7160,frc6081,frc8423,60,10,16,2,21,-4,0,0,Win
2022mifor,2022mifor_qf2m2,blue,frc5152,frc7054,frc5424,61,13,18,4,16,-5,0,0,Win
2022mifor,2022mifor_qf2m2,red,frc7160,frc6081,frc8423,48,-13,14,-4,21,5,0,0,Loss
2022mifor,2022mifor_qf2m3,blue,frc5152,frc7054,frc5424,61,13,16,0,25,10,0,0,Win
2022mifor,2022mifor_qf2m3,red,frc7160,frc6081,frc8423,48,-13,16,0,15,-10,0,0,Loss
2022mifor,2022mifor_qf3m1,blue,frc7226,frc6112,frc7289,34,-14,12,-8,21,15,0,0,Loss
2022mifor,2022mifor_qf3m1,red,frc1023,frc1918,frc8612,48,14,20,8,6,-15,0,0,Win
2022mifor,2022mifor_qf3m2,blue,frc7226,frc6112,frc7289,48,-25,10,-12,16,-5,4,4,Loss
2022mifor,2022mifor_qf3m2,red,frc1023,frc1918,frc8612,73,25,22,12,21,5,0,-4,Win
2022mifor,2022mifor_qf4m1,blue,frc7244,frc3603,frc7056,44,12,14,0,12,12,0,0,Win
2022mifor,2022mifor_qf4m1,red,frc5086,frc1711,frc6121,32,-12,14,0,0,-12,0,0,Loss
2022mifor,2022mifor_qf4m2,blue,frc7244,frc3603,frc7056,56,17,22,12,12,-3,0,-4,Win
2022mifor,2022mifor_qf4m2,red,frc5086,frc1711,frc6121,39,-17,10,-12,15,3,4,4,Loss
2022mifor,2022mifor_qm1,blue,frc1918,frc1023,frc1711,64,47,14,10,21,15,0,-4,Win
2022mifor,2022mifor_qm1,red,frc7289,frc7911,frc5424,17,-47,4,-10,6,-15,4,4,Loss
2022mifor,2022mifor_qm10,blue,frc5256,frc6121,frc5152,35,-14,8,-4,21,6,0,-4,Loss
2022mifor,2022mifor_qm10,red,frc7234,frc5162,frc1711,49,14,12,4,15,-6,4,4,Win
2022mifor,2022mifor_qm11,blue,frc8397,frc8832,frc7244,2,-72,0,-24,0,-4,0,-4,Loss
2022mifor,2022mifor_qm11,red,frc1023,frc3357,frc3603,74,72,24,24,4,4,4,4,Win
2022mifor,2022mifor_qm12,blue,frc1918,frc8612,frc2075,79,46,28,16,21,21,0,0,Win
2022mifor,2022mifor_qm12,red,frc7054,frc3234,frc6581,33,-46,12,-16,0,-21,0,0,Loss
2022mifor,2022mifor_qm13,blue,frc5162,frc4004,frc8423,15,-12,10,4,0,-6,0,0,Loss
2022mifor,2022mifor_qm13,red,frc6121,frc6561,frc6081,27,12,6,-4,6,6,0,0,Win
2022mifor,2022mifor_qm14,blue,frc1023,frc7289,frc7226,66,37,12,4,16,4,0,0,Win
2022mifor,2022mifor_qm14,red,frc5256,frc8397,frc7056,29,-37,8,-4,12,-4,0,0,Loss
2022mifor,2022mifor_qm15,blue,frc5704,frc7160,frc7911,24,-15,8,-2,10,-15,4,4,Loss
2022mifor,2022mifor_qm15,red,frc5152,frc8832,frc6112,39,15,10,2,25,15,0,-4,Win
2022mifor,2022mifor_qm16,blue,frc7054,frc3603,frc5086,56,15,14,6,6,-10,0,0,Win
2022mifor,2022mifor_qm16,red,frc5424,frc6122,frc1711,41,-15,8,-6,16,10,0,0,Loss
2022mifor,2022mifor_qm17,blue,frc3357,frc7818,frc8612,59,29,12,4,21,5,0,0,Win
2022mifor,2022mifor_qm17,red,frc7234,frc7244,frc3572,30,-29,8,-4,16,-5,0,0,Loss
2022mifor,2022mifor_qm18,blue,frc1918,frc5162,frc6112,54,-30,14,-10,30,15,0,0,Loss
2022mifor,2022mifor_qm18,red,frc7056,frc2075,frc7160,84,30,24,10,15,-15,0,0,Win
2022mifor,2022mifor_qm19,blue,frc3234,frc5086,frc6121,43,21,12,2,10,4,0,0,Win
2022mifor,2022mifor_qm19,red,frc6581,frc1023,frc8397,22,-21,10,-2,6,-4,0,0,Loss
2022mifor,2022mifor_qm2,blue,frc7056,frc7234,frc7054,43,6,10,-2,6,0,0,0,Win
2022mifor,2022mifor_qm2,red,frc3572,frc5162,frc3234,37,-6,12,2,6,0,0,0,Loss
2022mifor,2022mifor_qm20,blue,frc6122,frc3603,frc5256,53,-26,8,-12,6,-13,0,-4,Loss
2022mifor,2022mifor_qm20,red,frc5704,frc6081,frc3357,79,26,20,12,19,13,4,4,Win
2022mifor,2022mifor_qm21,blue,frc7911,frc1711,frc7818,21,-24,6,-16,6,-4,0,0,Loss
2022mifor,2022mifor_qm21,red,frc7054,frc8423,frc3572,45,24,22,16,10,4,0,0,Win
2022mifor,2022mifor_qm22,blue,frc7234,frc8612,frc7226,41,26,14,14,12,6,0,-4,Win
2022mifor,2022mifor_qm22,red,frc8832,frc7289,frc6561,15,-26,0,-14,6,-6,4,4,Loss
2022mifor,2022mifor_qm23,blue,frc7244,frc4004,frc3234,35,-5,8,-10,12,-3,4,4,Loss
2022mifor,2022mifor_qm23,red,frc5152,frc5424,frc5086,40,5,18,10,15,3,0,-4,Win
2022mifor,2022mifor_qm24,blue,frc1023,frc8423,frc5704,51,-19,10,-6,6,-19,0,0,Loss
2022mifor,2022mifor_qm24,red,frc6122,frc3572,frc1918,70,19,16,6,25,19,0,0,Win
2022mifor,2022mifor_qm25,blue,frc8832,frc7056,frc5162,29,3,10,8,6,-9,0,0,Win
2022mifor,2022mifor_qm25,red,frc6112,frc8612,frc5256,26,-3,2,-8,15,9,0,0,Loss
2022mifor,2022mifor_qm26,blue,frc6581,frc1711,frc3603,46,3,12,0,15,-6,0,0,Win
2022mifor,2022mifor_qm26,red,frc5152,frc7234,frc6561,43,-3,12,0,21,6,0,0,Loss
2022mifor,2022mifor_qm27,blue,frc4004,frc6081,frc7054,44,6,12,2,0,-16,4,4,Win
2022mifor,2022mifor_qm27,red,frc7160,frc8397,frc7289,38,-6,10,-2,16,16,0,-4,Loss
2022mifor,2022mifor_qm28,blue,frc2075,frc3357,frc7244,107,70,30,22,21,15,4,4,Win
2022mifor,2022mifor_qm28,red,frc7911,frc7226,frc6121,37,-70,8,-22,6,-15,0,-4,Loss
2022mifor,2022mifor_qm29,blue,frc5424,frc3572,frc5256,32,4,10,2,10,10,0,-4,Win
2022mifor,2022mifor_qm29,red,frc7818,frc6122,frc6581,28,-4,8,-2,0,-10,4,4,Loss
2022mifor,2022mifor_qm3,blue,frc6122,frc6561,frc7160,36,21,8,8,15,11,4,4,Win
2022mifor,2022mifor_qm3,red,frc8832,frc6121,frc6581,15,-21,0,-8,4,-11,0,-4,Loss
2022mifor,2022mifor_qm30,blue,frc7160,frc3234,frc5152,48,24,14,10,20,8,0,0,Win
2022mifor,2022mifor_qm30,red,frc8612,frc8423,frc7289,24,-24,4,-10,12,-8,0,0,Loss
2022mifor,2022mifor_qm31,blue,frc7226,frc5086,frc8832,40,-4,16,0,6,6,0,0,Loss
2022mifor,2022mifor_qm31,red,frc7244,frc6112,frc6081,44,4,16,0,0,-6,0,0,Win
2022mifor,2022mifor_qm32,blue,frc1711,frc6561,frc5704,36,-3,6,-2,15,0,0,0,Loss
2022mifor,2022mifor_qm32,red,frc7818,frc8397,frc1918,39,3,8,2,15,0,0,0,Win
2022mifor,2022mifor_qm33,blue,frc6121,frc7054,frc3357,81,44,20,10,15,15,0,-4,Win
2022mifor,2022mifor_qm33,red,frc5162,frc7911,frc3603,37,-44,10,-10,0,-15,4,4,Loss
2022mifor,2022mifor_qm34,blue,frc7056,frc5424,frc1023,39,-4,18,-6,10,4,8,8,Loss
2022mifor,2022mifor_qm34,red,frc2075,frc7234,frc4004,43,4,24,6,6,-4,0,-8,Win
2022mifor,2022mifor_qm35,blue,frc6561,frc5256,frc1918,31,-20,4,-14,15,0,0,0,Loss
2022mifor,2022mifor_qm35,red,frc7818,frc7244,frc5086,51,20,18,14,15,0,0,0,Win
2022mifor,2022mifor_qm36,blue,frc3234,frc7226,frc8397,41,8,12,-2,0,-6,0,-4,Win
2022mifor,2022mifor_qm36,red,frc5704,frc7054,frc8832,33,-8,14,2,6,6,4,4,Loss
2022mifor,2022mifor_qm37,blue,frc8612,frc3572,frc7160,54,-8,8,-10,30,14,4,4,Loss
2022mifor,2022mifor_qm37,red,frc6081,frc1023,frc7234,62,8,18,10,16,-14,0,-4,Win
2022mifor,2022mifor_qm38,blue,frc3357,frc7056,frc6122,75,20,10,-2,21,-9,8,8,Win
2022mifor,2022mifor_qm38,red,frc1711,frc5152,frc4004,55,-20,12,2,30,9,0,-8,Loss
2022mifor,2022mifor_qm39,blue,frc5162,frc7289,frc6121,28,-20,8,-16,0,0,0,0,Loss
2022mifor,2022mifor_qm39,red,frc7911,frc6581,frc2075,48,20,24,16,0,0,0,0,Win
2022mifor,2022mifor_qm4,blue,frc3603,frc6081,frc7818,39,-11,6,-4,12,2,0,0,Loss
2022mifor,2022mifor_qm4,red,frc7226,frc2075,frc5152,50,11,10,4,10,-2,0,0,Win
2022mifor,2022mifor_qm40,blue,frc3603,frc6112,frc8397,38,3,8,2,12,-4,8,8,Win
2022mifor,2022mifor_qm40,red,frc8423,frc5424,frc7234,35,-3,6,-2,16,4,0,-8,Loss
2022mifor,2022mifor_qm41,blue,frc7244,frc7054,frc8612,40,13,8,2,0,-12,0,0,Win
2022mifor,2022mifor_qm41,red,frc7056,frc7818,frc5704,27,-13,6,-2,12,12,0,0,Loss
2022mifor,2022mifor_qm42,blue,frc5256,frc5162,frc6581,14,-27,10,0,0,-6,0,0,Loss
2022mifor,2022mifor_qm42,red,frc7911,frc4004,frc1023,41,27,10,0,6,6,0,0,Win
2022mifor,2022mifor_qm43,blue,frc8832,frc3572,frc1711,61,10,16,2,21,15,4,0,Win
2022mifor,2022mifor_qm43,red,frc6561,frc3603,frc3234,51,-10,14,-2,6,-15,4,0,Loss
2022mifor,2022mifor_qm44,blue,frc6081,frc5152,frc7289,47,-39,8,-10,16,-9,4,4,Loss
2022mifor,2022mifor_qm44,red,frc5086,frc1918,frc3357,86,39,18,10,25,9,0,-4,Win
2022mifor,2022mifor_qm45,blue,frc7226,frc5424,frc6112,53,14,12,4,20,10,0,-4,Win
2022mifor,2022mifor_qm45,red,frc6121,frc8423,frc6122,39,-14,8,-4,10,-10,4,4,Loss
2022mifor,2022mifor_qm46,blue,frc2075,frc7818,frc5162,58,-36,18,-2,10,-20,0,0,Loss
2022mifor,2022mifor_qm46,red,frc7160,frc1711,frc7054,94,36,20,2,30,20,0,0,Win
2022mifor,2022mifor_qm47,blue,frc3572,frc3357,frc5152,91,19,28,14,36,15,0,-4,Win
2022mifor,2022mifor_qm47,red,frc5086,frc1023,frc6561,72,-19,14,-14,21,-15,4,4,Loss
2022mifor,2022mifor_qm48,blue,frc7289,frc1918,frc7234,64,23,8,-8,21,15,4,4,Win
2022mifor,2022mifor_qm48,red,frc6112,frc5704,frc6121,41,-23,16,8,6,-15,0,-4,Loss
2022mifor,2022mifor_qm49,blue,frc8397,frc2075,frc8423,45,24,22,12,0,0,0,0,Win
2022mifor,2022mifor_qm49,red,frc8612,frc6581,frc7056,21,-24,10,-12,0,0,0,0,Loss
2022mifor,2022mifor_qm5,blue,frc8423,frc6112,frc3357,83,68,22,16,20,14,16,16,Win
2022mifor,2022mifor_qm5,red,frc4004,frc8612,frc5086,15,-68,6,-16,6,-14,0,-16,Loss
2022mifor,2022mifor_qm50,blue,frc4004,frc7160,frc3603,63,24,20,14,21,21,0,0,Win
2022mifor,2022mifor_qm50,red,frc7226,frc6122,frc7244,39,-24,6,-14,0,-21,0,0,Loss
2022mifor,2022mifor_qm51,blue,frc3234,frc8832,frc5424,33,-5,20,12,0,-21,0,0,Loss
2022mifor,2022mifor_qm51,red,frc5256,frc6081,frc7911,38,5,8,-12,21,21,0,0,Win
2022mifor,2022mifor_qm52,blue,frc6581,frc5152,frc5704,26,-60,10,-6,6,-10,0,0,Loss
2022mifor,2022mifor_qm52,red,frc2075,frc6112,frc1023,86,60,16,6,16,10,0,0,Win
2022mifor,2022mifor_qm53,blue,frc7289,frc5086,frc7056,57,3,20,4,21,21,0,0,Win
2022mifor,2022mifor_qm53,red,frc6122,frc7054,frc5162,54,-3,16,-4,0,-21,0,0,Loss
2022mifor,2022mifor_qm54,blue,frc8397,frc7234,frc7911,17,-47,2,-18,6,-9,0,-4,Loss
2022mifor,2022mifor_qm54,red,frc7160,frc7226,frc8423,64,47,20,18,15,9,4,4,Win
2022mifor,2022mifor_qm55,blue,frc7818,frc5256,frc4004,10,-49,4,-12,6,-15,0,0,Loss
2022mifor,2022mifor_qm55,red,frc3603,frc1918,frc8832,59,49,16,12,21,15,0,0,Win
2022mifor,2022mifor_qm56,blue,frc1711,frc6121,frc7244,65,40,14,0,25,25,0,-4,Win
2022mifor,2022mifor_qm56,red,frc8612,frc3234,frc6081,25,-40,14,0,0,-25,4,4,Loss
2022mifor,2022mifor_qm57,blue,frc5424,frc3357,frc5162,70,54,16,14,29,19,0,-4,Win
2022mifor,2022mifor_qm57,red,frc3572,frc6561,frc8397,16,-54,2,-14,10,-19,4,4,Loss
2022mifor,2022mifor_qm58,blue,frc7289,frc6122,frc2075,30,-16,14,0,6,-6,0,-4,Loss
2022mifor,2022mifor_qm58,red,frc1023,frc7818,frc8832,46,16,14,0,12,6,4,4,Win
2022mifor,2022mifor_qm59,blue,frc8423,frc7244,frc7056,27,-2,12,8,0,-21,0,0,Loss
2022mifor,2022mifor_qm59,red,frc5086,frc5704,frc5256,29,2,4,-8,21,21,0,0,Win
2022mifor,2022mifor_qm6,blue,frc5704,frc8397,frc6122,20,-18,4,0,6,-16,0,0,Loss
2022mifor,2022mifor_qm6,red,frc7244,frc5256,frc7160,38,18,4,0,22,16,0,0,Win
2022mifor,2022mifor_qm60,blue,frc6112,frc7911,frc6561,19,-22,2,-8,10,-6,4,4,Loss
2022mifor,2022mifor_qm60,red,frc5152,frc3603,frc8612,41,22,10,8,16,6,0,-4,Win
2022mifor,2022mifor_qm61,blue,frc1918,frc6121,frc5424,48,-20,14,-6,15,-1,0,0,Loss
2022mifor,2022mifor_qm61,red,frc4004,frc7226,frc3572,68,20,20,6,16,1,0,0,Win
2022mifor,2022mifor_qm62,blue,frc6581,frc7160,frc7234,41,-45,16,4,10,-20,0,0,Loss
2022mifor,2022mifor_qm62,red,frc3357,frc1711,frc3234,86,45,12,-4,30,20,0,0,Win
2022mifor,2022mifor_qm63,blue,frc7054,frc5152,frc1023,49,16,14,4,0,-6,0,-4,Win
2022mifor,2022mifor_qm63,red,frc6081,frc8832,frc8423,33,-16,10,-4,6,6,4,4,Loss
2022mifor,2022mifor_qm64,blue,frc8397,frc4004,frc5424,32,19,8,4,10,6,0,0,Win
2022mifor,2022mifor_qm64,red,frc5162,frc5704,frc8612,13,-19,4,-4,4,-6,0,0,Loss
2022mifor,2022mifor_qm65,blue,frc7234,frc5086,frc6122,41,-8,16,2,0,-15,8,8,Loss
2022mifor,2022mifor_qm65,red,frc3234,frc1918,frc7911,49,8,14,-2,15,15,0,-8,Win
2022mifor,2022mifor_qm66,blue,frc3572,frc6581,frc6112,46,-16,16,6,16,-11,4,4,Loss
2022mifor,2022mifor_qm66,red,frc3603,frc7244,frc7289,62,16,10,-6,27,11,0,-4,Win
2022mifor,2022mifor_qm67,blue,frc6561,frc2075,frc7054,72,4,30,6,0,-10,0,0,Win
2022mifor,2022mifor_qm67,red,frc3357,frc5256,frc7226,68,-4,24,-6,10,10,0,0,Loss
2022mifor,2022mifor_qm68,blue,frc1711,frc7056,frc6081,62,16,14,2,27,2,0,0,Win
2022mifor,2022mifor_qm68,red,frc6121,frc7160,frc7818,46,-16,12,-2,25,-2,0,0,Loss
2022mifor,2022mifor_qm7,blue,frc6081,frc6581,frc1918,57,20,6,-2,21,9,0,0,Win
2022mifor,2022mifor_qm7,red,frc6561,frc7056,frc7226,37,-20,8,2,12,-9,0,0,Loss
2022mifor,2022mifor_qm8,blue,frc8423,frc3234,frc7818,18,-30,6,-14,6,-14,0,0,Loss
2022mifor,2022mifor_qm8,red,frc6112,frc7289,frc4004,48,30,20,14,20,14,0,0,Win
2022mifor,2022mifor_qm9,blue,frc5086,frc7911,frc3572,32,-24,12,-6,12,2,0,0,Loss
2022mifor,2022mifor_qm9,red,frc5424,frc5704,frc2075,56,24,18,6,10,-2,0,0,Win
2022mifor,2022mifor_sf1m1,blue,frc5152,frc7054,frc5424,44,-65,14,-20,21,21,0,-4,Loss
2022mifor,2022mifor_sf1m1,red,frc2075,frc3357,frc6122,109,65,34,20,0,-21,4,4,Win
2022mifor,2022mifor_sf1m2,blue,frc5152,frc7054,frc5424,0,-1,0,0,0,0,0,0,Loss
2022mifor,2022mifor_sf1m2,red,frc2075,frc3357,frc6122,1,1,0,0,0,0,0,0,Win
2022mifor,2022mifor_sf2m1,blue,frc7244,frc3603,frc7056,42,-14,14,-4,6,-15,8,0,Loss
2022mifor,2022mifor_sf2m1,red,frc1023,frc1918,frc8612,56,14,18,4,21,15,8,0,Win
2022mifor,2022mifor_sf2m2,blue,frc7244,frc3603,frc7056,46,-7,14,-8,16,-5,4,4,Loss
2022mifor,2022mifor_sf2m2,red,frc1023,frc1918,frc8612,53,7,22,8,21,5,0,-4,Win
2022miket,2022miket_f1m1,blue,frc5084,frc494,frc6610,58,-15,20,-4,30,5,0,0,Loss
2022miket,2022miket_f1m1,red,frc5460,frc27,frc5538,73,15,24,4,25,-5,0,0,Win
2022miket,2022miket_f1m2,blue,frc5084,frc494,frc6610,55,-34,20,-10,25,4,0,0,Loss
2022miket,2022miket_f1m2,red,frc5460,frc27,frc5538,89,34,30,10,21,-4,0,0,Win
2022miket,2022miket_qf1m1,blue,frc5641,frc6067,frc3542,27,-80,10,-20,6,-9,0,-4,Loss
2022miket,2022miket_qf1m1,red,frc5460,frc27,frc5538,107,80,30,20,15,9,4,4,Win
2022miket,2022miket_qf1m2,blue,frc5641,frc6067,frc3542,34,-69,8,-16,6,-4,4,-4,Loss
2022miket,2022miket_qf1m2,red,frc5460,frc27,frc5538,103,69,24,16,10,4,8,4,Win
2022miket,2022miket_qf2m1,blue,frc5561,frc4994,frc7192,44,-19,16,-12,21,-4,0,0,Loss
2022miket,2022miket_qf2m1,red,frc5166,frc5114,frc1322,63,19,28,12,25,4,0,0,Win
2022miket,2022miket_qf2m2,blue,frc5561,frc4994,frc7192,53,1,10,-2,31,1,0,0,Win
2022miket,2022miket_qf2m2,red,frc5166,frc5114,frc1322,52,-1,12,2,30,-1,0,0,Loss
2022miket,2022miket_qf2m3,blue,frc5561,frc4994,frc7192,59,-15,14,-6,36,0,0,0,Loss
2022miket,2022miket_qf2m3,red,frc5166,frc5114,frc1322,74,15,20,6,36,0,0,0,Win
2022miket,2022miket_qf3m1,blue,frc5260,frc4377,frc3568,47,-26,12,0,18,-12,0,0,Loss
2022miket,2022miket_qf3m1,red,frc5084,frc494,frc6610,73,26,12,0,30,12,0,0,Win
2022miket,2022miket_qf3m2,blue,frc5260,frc4377,frc3568,24,-31,12,-8,6,-9,0,0,Loss
2022miket,2022miket_qf3m2,red,frc5084,frc494,frc6610,55,31,20,8,15,9,0,0,Win
2022miket,2022miket_qf4m1,blue,frc2145,frc7202,frc815,17,-29,6,-4,10,4,0,0,Loss
2022miket,2022miket_qf4m1,red,frc1506,frc3322,frc5247,46,29,10,4,6,-4,0,0,Win
2022miket,2022miket_qf4m2,blue,frc2145,frc7202,frc815,14,-44,4,-6,10,-6,0,-4,Loss
2022miket,2022miket_qf4m2,red,frc1506,frc3322,frc5247,58,44,10,6,16,6,4,4,Win
2022miket,2022miket_qm1,blue,frc5641,frc5538,frc3568,23,10,6,-2,6,6,0,0,Win
2022miket,2022miket_qm1,red,frc6067,frc1506,frc6091,13,-10,8,2,0,-6,0,0,Loss
2022miket,2022miket_qm10,blue,frc5084,frc815,frc5234,50,32,16,6,15,15,0,-4,Win
2022miket,2022miket_qm10,red,frc3568,frc2145,frc8193,18,-32,10,-6,0,-15,4,4,Loss
2022miket,2022miket_qm11,blue,frc5561,frc494,frc5114,88,76,24,20,36,30,0,0,Win
2022miket,2022miket_qm11,red,frc6610,frc8774,frc6067,12,-76,4,-20,6,-30,0,0,Loss
2022miket,2022miket_qm12,blue,frc4994,frc5260,frc5166,62,41,16,14,27,21,0,0,Win
2022miket,2022miket_qm12,red,frc1506,frc4998,frc8385,21,-41,2,-14,6,-21,0,0,Loss
2022miket,2022miket_qm13,blue,frc8767,frc8193,frc3542,29,16,8,4,4,-2,0,0,Win
2022miket,2022miket_qm13,red,frc5641,frc5247,frc6091,13,-16,4,-4,6,2,0,0,Loss
2022miket,2022miket_qm14,blue,frc6610,frc5697,frc5460,33,-16,10,-8,10,-11,0,0,Loss
2022miket,2022miket_qm14,red,frc5114,frc7202,frc7784,49,16,18,8,21,11,0,0,Win
2022miket,2022miket_qm15,blue,frc815,frc7192,frc3322,45,12,12,0,12,0,8,8,Win
2022miket,2022miket_qm15,red,frc6548,frc6067,frc5234,33,-12,12,0,12,0,0,-8,Loss
2022miket,2022miket_qm16,blue,frc1322,frc8774,frc4377,37,-33,10,-10,16,-5,4,4,Loss
2022miket,2022miket_qm16,red,frc5084,frc1506,frc5260,70,33,20,10,21,5,0,-4,Win
2022miket,2022miket_qm17,blue,frc2145,frc5561,frc5067,24,3,6,-2,16,10,0,0,Win
2022miket,2022miket_qm17,red,frc4998,frc4994,frc3568,21,-3,8,2,6,-10,0,0,Loss
2022miket,2022miket_qm18,blue,frc5538,frc6091,frc6548,16,-62,8,-18,6,-13,0,0,Loss
2022miket,2022miket_qm18,red,frc494,frc27,frc8193,78,62,26,18,19,13,0,0,Win
2022miket,2022miket_qm19,blue,frc1506,frc5697,frc8774,46,38,14,10,12,12,0,0,Win
2022miket,2022miket_qm19,red,frc1322,frc7192,frc5247,8,-38,4,-10,0,-12,0,0,Loss
2022miket,2022miket_qm2,blue,frc5234,frc27,frc1322,72,45,22,10,15,9,0,0,Win
2022miket,2022miket_qm2,red,frc3542,frc5067,frc5697,27,-45,12,-10,6,-9,0,0,Loss
2022miket,2022miket_qm20,blue,frc7202,frc5260,frc3568,44,17,6,-10,27,27,0,0,Win
2022miket,2022miket_qm20,red,frc815,frc8767,frc6610,27,-17,16,10,0,-27,0,0,Loss
2022miket,2022miket_qm21,blue,frc4998,frc2145,frc5234,13,-27,4,-4,0,-16,0,0,Loss
2022miket,2022miket_qm21,red,frc5538,frc5114,frc4377,40,27,8,4,16,16,0,0,Win
2022miket,2022miket_qm22,blue,frc6067,frc5067,frc4994,31,-25,10,-8,21,15,0,0,Loss
2022miket,2022miket_qm22,red,frc5460,frc5561,frc3542,56,25,18,8,6,-15,0,0,Win
2022miket,2022miket_qm23,blue,frc5641,frc5084,frc27,74,-3,18,4,21,-6,4,4,Loss
2022miket,2022miket_qm23,red,frc3322,frc5166,frc494,77,3,14,-4,27,6,0,-4,Win
2022miket,2022miket_qm24,blue,frc8385,frc7202,frc8774,26,7,4,-2,15,9,4,4,Win
2022miket,2022miket_qm24,red,frc7784,frc5247,frc5234,19,-7,6,2,6,-9,0,-4,Loss
2022miket,2022miket_qm25,blue,frc5460,frc8193,frc5067,68,11,22,12,10,-6,8,8,Win
2022miket,2022miket_qm25,red,frc1506,frc6548,frc7192,57,-11,10,-12,16,6,0,-8,Loss
2022miket,2022miket_qm26,blue,frc5561,frc1322,frc8767,26,-40,6,-22,16,10,0,0,Loss
2022miket,2022miket_qm26,red,frc27,frc815,frc5114,66,40,28,22,6,-10,0,0,Win
2022miket,2022miket_qm27,blue,frc3322,frc5538,frc6610,37,0,12,-4,6,-6,0,0,Tie
2022miket,2022miket_qm27,red,frc5166,frc3542,frc2145,37,0,16,4,12,6,0,0,Tie
2022miket,2022miket_qm28,blue,frc6091,frc3568,frc494,58,-10,16,6,21,-15,0,-4,Loss
2022miket,2022miket_qm28,red,frc4377,frc5084,frc4994,68,10,10,-6,36,15,4,4,Win
2022miket,2022miket_qm29,blue,frc5697,frc4998,frc7784,13,-28,6,-4,0,-12,0,-8,Loss
2022miket,2022miket_qm29,red,frc6067,frc5641,frc5260,41,28,10,4,12,12,8,8,Win
2022miket,2022miket_qm3,blue,frc4377,frc5460,frc5247,59,27,10,-6,10,0,4,4,Win
2022miket,2022miket_qm3,red,frc8193,frc6610,frc5166,32,-27,16,6,10,0,0,-4,Loss
